X0	Y0	X1	Y1	X2	Y2	X3	Y3
43.8770	3373.0000	0.6455	4908.3335	0	5071.0000	46	-1219.9792
43.1815	3304.0000	1.5641	5071.0000	26	5071.0000	46	5071.0000
42.4981	3581.0000	2.5693	4907.8125	26	-1219.9792	69	5071.0000
41.8275	3397.0000	3.5767	4834.8696			69	-1219.9792
41.1702	3395.0000	4.5604	4726.8887				
40.5269	3409.0000	5.5211	4671.1763				
39.8984	3427.0000	6.5109	4591.9023				
39.2852	3562.0000	7.5208	4478.2290				
38.6882	3423.0000	8.5237	4446.0376				
38.1081	3450.0000	9.5290	4336.2949				
37.5456	3301.0000	10.5288	4338.7847				
37.0017	3651.0000	11.5180	4230.6943				
36.4770	3418.0000	12.5096	4178.9360				
35.9725	3411.0000	13.5084	4115.3296				
35.4890	3739.0000	14.5182	4029.4731				
35.0274	3317.0000	15.5267	3993.7217				
34.5885	3514.0000	16.5230	3974.5481				
34.1733	3561.0000	17.5059	3903.1321				
33.7826	3533.0000	18.4996	3866.7983				
33.4172	3557.0000	19.5133	3818.8538				
33.0781	3753.0000	20.5192	3790.6155				
32.7660	3509.0000	21.5159	3762.9624				
32.4816	3555.0000	22.5129	3726.8181				
32.2259	3633.0000	23.5012	3699.5803				
31.9993	3462.0000	24.5000	3687.6963				
31.8026	3481.0000	25.5116	3636.7812				
31.6362	3468.0000	26.5187	3620.1716				
31.5008	3694.0000	27.5200	3574.5906				
31.3966	3674.0000	28.5140	3585.5811				
31.3241	3550.0000	29.5034	3552.4780				
31.2833	3477.0000	30.4855	3514.8054				
31.2745	3476.0000						
31.2976	3352.0000						
31.3527	3846.0000						
31.4394	3416.0000						
31.5577	3604.0000						
31.7070	3564.0000						
31.8871	3556.0000						
32.0972	3417.0000						
32.3370	3496.0000						
32.6057	3522.0000						
32.9026	3379.0000						
33.2269	3309.0000						
33.5779	3501.0000						
33.9547	3352.0000						
34.3565	3522.0000						
34.7825	3270.0000						
35.2316	3490.0000						
35.7032	3610.0000						
36.1962	3493.0000						
36.7099	3447.0000						
37.2433	3222.0000						
37.7957	3419.0000						
38.3661	3327.0000						
38.9539	3439.0000						
39.5583	3336.0000						
40.1784	3513.0000						
40.8136	3220.0000						
41.4633	3494.0000						
42.1266	3335.0000						
42.8030	3503.0000						
43.4919	3253.0000						
44.1927	3513.0000						
43.1699	3334.0000						
42.4628	3524.0000						
41.7677	3225.0000						
41.0851	3490.0000						
40.4158	3451.0000						
39.7604	3369.0000						
39.1195	3529.0000						
38.4939	3524.0000						
37.8844	3407.0000						
37.2918	3331.0000						
36.7169	3187.0000						
36.1604	3391.0000						
35.6234	3487.0000						
35.1066	3660.0000						
34.6110	3574.0000						
34.1375	3494.0000						
33.6871	3511.0000						
33.2606	3430.0000						
32.8590	3523.0000						
32.4833	3524.0000						
32.1343	3543.0000						
31.8129	3504.0000						
31.5200	3525.0000						
31.2563	3536.0000						
31.0227	3505.0000						
30.8197	3513.0000						
30.6481	3427.0000						
30.5082	3534.0000						
30.4007	3384.0000						
30.3257	3389.0000						
30.2836	3681.0000						
30.2745	3760.0000						
30.2984	3345.0000						
30.3553	3809.0000						
30.4449	3484.0000						
30.5670	3445.0000						
30.7211	3403.0000						
30.9069	3394.0000						
31.1237	3568.0000						
31.3709	3549.0000						
31.6478	3385.0000						
31.9536	3438.0000						
32.2874	3664.0000						
32.6485	3396.0000						
33.0360	3492.0000						
33.4488	3440.0000						
33.8862	3478.0000						
34.3471	3478.0000						
34.8306	3399.0000						
35.3358	3379.0000						
35.8618	3381.0000						
36.4076	3433.0000						
36.9725	3389.0000						
37.5555	3525.0000						
38.1557	3701.0000						
38.7725	3408.0000						
39.4050	3435.0000						
40.0525	3328.0000						
40.7143	3530.0000						
41.3896	3390.0000						
42.0779	3076.0000						
42.7785	3311.0000						
43.4908	3446.0000						
42.4747	3487.0000						
41.7558	3404.0000						
41.0487	3383.0000						
40.3540	3450.0000						
39.6723	3262.0000						
39.0043	3491.0000						
38.3508	3434.0000						
37.7125	3272.0000						
37.0902	3549.0000						
36.4847	3346.0000						
35.8968	3425.0000						
35.3275	3515.0000						
34.7775	3451.0000						
34.2480	3341.0000						
33.7398	3417.0000						
33.2539	3523.0000						
32.7913	3669.0000						
32.3531	3431.0000						
31.9401	3659.0000						
31.5534	3422.0000						
31.1940	3625.0000						
30.8628	3342.0000						
30.5608	3817.0000						
30.2888	3554.0000						
30.0476	3408.0000						
29.8380	3621.0000						
29.6607	3461.0000						
29.5162	3371.0000						
29.4050	3296.0000						
29.3275	3627.0000						
29.2840	3543.0000						
29.2745	3647.0000						
29.2993	3663.0000						
29.3581	3469.0000						
29.4507	3681.0000						
29.5769	3474.0000						
29.7362	3716.0000						
29.9281	3487.0000						
30.1519	3407.0000						
30.4070	3216.0000						
30.6926	3322.0000						
31.0078	3420.0000						
31.3517	3543.0000						
31.7235	3592.0000						
32.1221	3453.0000						
32.5465	3653.0000						
32.9958	3467.0000						
33.4690	3191.0000						
33.9650	3377.0000						
34.4829	3500.0000						
35.0217	3519.0000						
35.5804	3426.0000						
36.1582	3500.0000						
36.7541	3392.0000						
37.3673	3294.0000						
37.9969	3384.0000						
38.6421	3491.0000						
39.3021	3449.0000						
39.9763	3253.0000						
40.6639	3400.0000						
41.3643	3445.0000						
42.0767	3282.0000						
42.8007	3465.0000						
41.7917	3563.0000						
41.0609	3342.0000						
40.3416	3561.0000						
39.6345	3536.0000						
38.9402	3572.0000						
38.2595	3534.0000						
37.5931	3489.0000						
36.9417	3584.0000						
36.3062	3581.0000						
35.6873	3294.0000						
35.0861	3563.0000						
34.5034	3402.0000						
33.9401	3535.0000						
33.3973	3386.0000						
32.8759	3518.0000						
32.3771	3407.0000						
31.9018	3699.0000						
31.4511	3341.0000						
31.0261	3452.0000						
30.6279	3719.0000						
30.2575	3418.0000						
29.9160	3703.0000						
29.6043	3511.0000						
29.3234	3514.0000						
29.0743	3668.0000						
28.8576	3672.0000						
28.6742	3643.0000						
28.5247	3649.0000						
28.4096	3622.0000						
28.3294	3586.0000						
28.2843	3591.0000						
28.2746	3640.0000						
28.3002	3577.0000						
28.3610	3629.0000						
28.4569	3421.0000						
28.5875	3566.0000						
28.7523	3638.0000						
28.9507	3654.0000						
29.1820	3481.0000						
29.4455	3611.0000						
29.7403	3714.0000						
30.0655	3471.0000						
30.4201	3622.0000						
30.8031	3401.0000						
31.2135	3606.0000						
31.6501	3604.0000						
32.1120	3352.0000						
32.5980	3499.0000						
33.1070	3518.0000						
33.6381	3607.0000						
34.1902	3620.0000						
34.7623	3577.0000						
35.3535	3489.0000						
35.9627	3331.0000						
36.5892	3657.0000						
37.2319	3417.0000						
37.8901	3501.0000						
38.5631	3419.0000						
39.2500	3360.0000						
39.9501	3441.0000						
40.6627	3356.0000						
41.3873	3493.0000						
42.1231	3266.0000						
41.1218	3496.0000						
40.3788	3351.0000						
39.6472	3500.0000						
38.9275	3545.0000						
38.2204	3361.0000						
37.5266	3426.0000						
36.8469	3268.0000						
36.1820	3588.0000						
35.5329	3571.0000						
34.9004	3302.0000						
34.2854	3477.0000						
33.6888	3307.0000						
33.1117	3417.0000						
32.5551	3497.0000						
32.0200	3712.0000						
31.5076	3314.0000						
31.0190	3436.0000						
30.5553	3549.0000						
30.1177	3544.0000						
29.7073	3435.0000						
29.3253	3513.0000						
28.9727	3539.0000						
28.6508	3432.0000						
28.3605	3471.0000						
28.1028	3756.0000						
27.8785	3580.0000						
27.6887	3786.0000						
27.5338	3529.0000						
27.4146	3732.0000						
27.3314	3501.0000						
27.2847	3358.0000						
27.2746	3538.0000						
27.3011	3643.0000						
27.3642	3822.0000						
