1.0 1357.0
2.0 1405.0
3.0 1405.0
4.0 1396.0
5.0 1423.0
6.0 1490.0
7.0 1452.0
8.0 1598.0
9.0 1482.0
10.0 1557.0
11.0 1621.0
12.0 1508.0
13.0 1611.0
14.0 1651.0
15.0 1782.0
16.0 2066.0
17.0 2098.0
18.0 2227.0
19.0 2419.0
20.0 2655.0
21.0 2917.0
22.0 3295.0
23.0 3821.0
24.0 4307.0
25.0 4849.0
26.0 5578.0
27.0 6401.0
28.0 7568.0
29.0 8503.0
30.0 9442.0
31.0 10867.0
32.0 11798.0
33.0 12872.0
34.0 13545.0
35.0 14233.0
36.0 14969.0
37.0 15157.0
38.0 14966.0
39.0 14762.0
40.0 14346.0
41.0 13710.0
42.0 12986.0
43.0 12309.0
44.0 11291.0
45.0 10497.0
46.0 9273.0
47.0 8213.0
48.0 7508.0
49.0 6729.0
50.0 5742.0
51.0 5026.0
52.0 4584.0
53.0 3976.0
54.0 3258.0
55.0 3065.0
56.0 2605.0
57.0 2132.0
58.0 2126.0
59.0 1911.0
60.0 1972.0
61.0 1740.0
62.0 1764.0
63.0 1663.0
64.0 1583.0
65.0 1508.0
66.0 1458.0
67.0 1432.0
68.0 1443.0
69.0 1449.0
70.0 1478.0
71.0 1411.0
72.0 1420.0
73.0 1413.0
74.0 1442.0
