 	Label	slice	Saturated	JD_SOBS	JD_UTC	HJD_UTC	BJD_TDB	AIRMASS	ALT_OBJ	CCD-TEMP	EXPTIME	RAOBJ2K	DECOBJ2K	FWHM_Mean	rel_flux_T1	rel_flux_C2	rel_flux_err_T1	rel_flux_err_C2	Source-Sky_T1	N_Src_Pixels_T1	Source_AMag_T1	Peak_T1	N_Sky_Pixels_T1	FWHM_T1	Width_T1	Source-Sky_C2	Source_AMag_C2	Peak_C2	FWHM_C2	Width_C2
17		17.000000	0.000000	2458912.657519	2458912.658213	2458912.658812	NaN	1.882339	31.978636	-1.802962	120.000000	5.201111	33.963056	43.701798	0.588798	0.000000	0.004279	0.000000	1894499.180678	2463.538805	12.075083	19621.000000	6375.000000	22.292572	22.336165	3217568.379143	11.500000	22916.000000	21.183792	21.172073
18		18.000000	0.000000	2458912.661010	2458912.661705	2458912.662303	NaN	1.882153	31.982194	-1.881263	120.000000	5.201111	33.963056	42.683156	0.588543	0.000000	0.004237	0.000000	1867553.280733	2376.586178	12.075554	20614.000000	6340.000000	21.544240	21.558725	3173179.038808	11.500000	25398.000000	20.120274	20.092670
19		19.000000	0.000000	2458912.664503	2458912.665197	2458912.665795	NaN	1.881918	31.986711	-1.802962	120.000000	5.201111	33.963056	42.339431	0.595288	0.000000	0.004055	0.000000	1892737.064689	2206.546023	12.063182	20366.000000	6406.000000	21.432884	21.225306	3179531.090643	11.500000	24929.000000	20.562821	20.583641
20		20.000000	0.000000	2458912.667995	2458912.668690	2458912.669287	NaN	1.881632	31.992187	-1.802962	120.000000	5.201111	33.963056	42.374971	0.604044	0.000000	0.005277	0.000000	1882178.131160	3216.556273	12.047329	19393.000000	6479.000000	21.367952	21.226037	3115962.101840	11.500000	22786.000000	21.042558	21.030325
21		21.000000	0.000000	2458912.671486	2458912.672180	2458912.672777	NaN	1.881297	31.998614	-1.802962	120.000000	5.201111	33.963056	41.615877	0.595703	0.000000	0.004693	0.000000	1839236.792715	2644.394079	12.062425	20079.000000	6530.000000	20.638521	20.645042	3087504.386666	11.500000	23820.000000	20.218262	20.039533
22		22.000000	0.000000	2458912.674980	2458912.675675	2458912.676271	NaN	1.880912	32.006000	-1.802962	120.000000	5.201111	33.963056	41.029733	0.600823	0.000000	0.003443	0.000000	1881303.439257	1590.136434	12.053134	21342.000000	6497.000000	20.741348	20.733350	3131212.364695	11.500000	26109.000000	19.702242	19.753649
23		23.000000	0.000000	2458912.678472	2458912.679167	2458912.679763	NaN	1.880478	32.014331	-1.802962	120.000000	5.201111	33.963056	40.517495	0.608336	0.000000	0.003987	0.000000	1879490.725900	1962.290280	12.039640	21172.000000	6456.000000	20.219598	20.242228	3089557.723966	11.500000	25235.000000	19.785659	19.812789
24		24.000000	0.000000	2458912.681965	2458912.682659	2458912.683255	NaN	1.879996	32.023607	-1.802962	120.000000	5.201111	33.963056	40.312177	0.626643	0.000000	0.003888	0.000000	1916659.671847	1811.344425	12.007449	21513.000000	6533.000000	20.515465	20.442202	3058613.602893	11.500000	25062.000000	19.591394	19.683704
25		25.000000	0.000000	2458912.685461	2458912.686156	2458912.686752	NaN	1.879463	32.033838	-1.802962	120.000000	5.201111	33.963056	39.318890	0.649261	0.000000	0.003945	0.000000	1945955.210826	1736.117320	11.968952	22511.000000	6560.000000	19.664295	19.656453	2997185.227020	11.500000	26081.000000	18.661308	18.665663
26		26.000000	0.000000	2458912.688955	2458912.689649	2458912.690245	NaN	1.878884	32.044996	-1.802962	120.000000	5.201111	33.963056	38.844666	0.675377	0.000000	0.003879	0.000000	1996240.067945	1588.883975	11.926134	22564.000000	6466.000000	19.524187	19.544663	2955740.674859	11.500000	26468.000000	18.846255	18.924453
27		27.000000	0.000000	2458912.692448	2458912.693142	2458912.693737	NaN	1.878256	32.057084	-1.802962	120.000000	5.201111	33.963056	37.712638	0.722177	0.000000	0.005096	0.000000	2119005.716657	2378.119389	11.853391	22817.000000	6408.000000	18.496614	18.883683	2934190.759717	11.500000	24876.000000	18.083997	18.083844
28		28.000000	0.000000	2458912.695940	2458912.696635	2458912.697229	NaN	1.877580	32.070096	-1.802962	120.000000	5.201111	33.963056	37.542128	0.776288	0.000000	0.004311	0.000000	2251002.188745	1660.196324	11.774943	23899.000000	6380.000000	19.378007	19.368499	2899701.252659	11.500000	26500.000000	17.993611	17.952903
29		29.000000	0.000000	2458912.699433	2458912.700127	2458912.700722	NaN	1.876858	32.084028	-1.802962	120.000000	5.201111	33.963056	37.549889	0.845560	0.000000	0.004772	0.000000	2417795.932738	1812.322741	11.682138	23473.000000	6548.000000	19.195020	19.167433	2859400.694326	11.500000	25648.000000	18.362629	18.364657
30		30.000000	0.000000	2458912.702925	2458912.703619	2458912.704213	NaN	1.876089	32.098870	-1.802962	120.000000	5.201111	33.963056	37.806113	0.908446	0.000000	0.005473	0.000000	2634907.150662	2208.079629	11.604252	24227.000000	6542.000000	19.262865	19.259249	2900454.515975	11.500000	25025.000000	18.799472	18.807490
31		31.000000	0.000000	2458912.706416	2458912.707110	2458912.707704	NaN	1.875275	32.114616	-1.802962	120.000000	5.201111	33.963056	37.480887	0.954536	0.000000	0.004863	0.000000	2714556.505466	1664.581085	11.550520	25464.000000	6451.000000	18.681802	18.674325	2843850.754707	11.500000	26656.000000	18.473858	18.615812
32		32.000000	0.000000	2458912.709909	2458912.710604	2458912.711197	NaN	1.874414	32.131273	-1.802962	120.000000	5.201111	33.963056	37.781306	0.978522	0.000000	0.005280	0.000000	2796225.285711	1886.968052	11.523573	25225.000000	6405.000000	19.374954	19.325933	2857599.426897	11.500000	26102.000000	18.706773	18.688685
33		33.000000	0.000000	2458912.713401	2458912.714096	2458912.714689	NaN	1.873508	32.148812	-1.802962	120.000000	5.201111	33.963056	37.706808	0.988874	0.000000	0.005219	0.000000	2817415.144631	1809.641045	11.512147	25487.000000	6446.000000	18.791375	18.776033	2849113.683157	11.500000	26050.000000	18.840934	18.844405
34		34.000000	0.000000	2458912.716894	2458912.717588	2458912.718181	NaN	1.872558	32.167240	-1.881263	120.000000	5.201111	33.963056	37.146807	1.053055	0.000000	0.005526	0.000000	2945804.994471	1810.931920	11.443872	27053.000000	6471.000000	18.542004	18.541769	2797389.642696	11.500000	27342.000000	18.044802	18.027799
35		35.000000	0.000000	2458912.720387	2458912.721082	2458912.721674	NaN	1.871563	32.186549	-1.802962	120.000000	5.201111	33.963056	36.512939	1.119558	0.000000	0.005692	0.000000	3085667.619834	1735.814172	11.377383	27442.000000	6404.000000	18.202061	18.181974	2756146.910758	11.500000	27022.000000	17.677009	17.692669
36		36.000000	0.000000	2458912.723880	2458912.724575	2458912.725167	NaN	1.870525	32.206720	-1.881263	120.000000	5.201111	33.963056	36.938374	1.178795	0.000000	0.006773	0.000000	3252370.081778	2206.845138	11.321404	26596.000000	6409.000000	18.684062	18.481940	2759063.626933	11.500000	25666.000000	18.679747	18.663541
37		37.000000	0.000000	2458912.727372	2458912.728066	2458912.728658	NaN	1.869445	32.227744	-1.802962	120.000000	5.201111	33.963056	36.397685	1.217165	0.000000	0.005476	0.000000	3345409.423230	1450.338542	11.286627	29651.000000	6496.000000	18.001299	18.041490	2748526.688831	11.500000	28480.000000	17.855696	17.873580
38		38.000000	0.000000	2458912.730867	2458912.731561	2458912.732152	NaN	1.868323	32.249633	-1.802962	120.000000	5.201111	33.963056	35.434307	1.250968	0.000000	0.005691	0.000000	3389910.146242	1451.966026	11.256885	29999.000000	6395.000000	17.414132	17.438011	2709830.223333	11.500000	28360.000000	17.056797	17.105400
39		39.000000	0.000000	2458912.734358	2458912.735053	2458912.735644	NaN	1.867159	32.272341	-1.802962	120.000000	5.201111	33.963056	36.141561	1.302849	0.000000	0.007308	0.000000	3431737.550805	2043.632845	11.212765	28350.000000	6402.000000	18.496365	18.511926	2634026.201265	11.500000	26479.000000	18.352451	18.302394
40		40.000000	0.000000	2458912.737851	2458912.738545	2458912.739136	NaN	1.865955	32.295886	-1.802962	120.000000	5.201111	33.963056	34.705964	1.272870	0.000000	0.005761	0.000000	3390643.097285	1385.079465	11.238040	31166.000000	6447.000000	16.826491	16.741368	2663778.857837	11.500000	28786.000000	16.443875	16.443088
41		41.000000	0.000000	2458912.741343	2458912.742038	2458912.742628	NaN	1.864711	32.320244	-1.881263	120.000000	5.201111	33.963056	33.953402	1.263537	0.000000	0.005928	0.000000	3359223.161559	1453.300336	11.246030	31281.000000	6316.000000	16.894632	16.888903	2658586.082074	11.500000	29547.000000	16.306208	16.314263
42		42.000000	0.000000	2458912.744837	2458912.745531	2458912.746121	NaN	1.863428	32.345415	-1.802962	120.000000	5.201111	33.963056	34.937071	1.276129	0.000000	0.006724	0.000000	3326136.031898	1736.072835	11.235263	29407.000000	6485.000000	17.900642	17.869683	2606425.810362	11.500000	27560.000000	18.020098	17.966522
43		43.000000	0.000000	2458912.748330	2458912.749025	2458912.749614	NaN	1.862106	32.371381	-1.802962	120.000000	5.201111	33.963056	35.204928	1.268347	0.000000	0.006262	0.000000	3225915.421571	1455.266738	11.241904	30548.000000	6468.000000	17.605395	17.494775	2543400.577476	11.500000	28035.000000	17.867390	17.913392
44		44.000000	0.000000	2458912.751824	2458912.752518	2458912.753108	NaN	1.860747	32.398132	-1.802962	120.000000	5.201111	33.963056	33.823200	1.232343	0.000000	0.005745	0.000000	3118973.028222	1259.881845	11.273171	32348.000000	6419.000000	16.397294	16.408426	2530929.818570	11.500000	29779.000000	16.044178	16.069462
45		45.000000	0.000000	2458912.755317	2458912.756012	2458912.756601	NaN	1.859351	32.425652	-1.881263	120.000000	5.201111	33.963056	33.593978	1.246073	0.000000	0.006306	0.000000	3058302.760053	1386.652803	11.261141	31341.000000	6537.000000	16.789626	16.852987	2454352.733559	11.500000	29605.000000	16.575128	16.570362
46		46.000000	0.000000	2458912.758809	2458912.759503	2458912.760092	NaN	1.857921	32.453913	-1.802962	120.000000	5.201111	33.963056	32.846243	1.204431	0.000000	0.006538	0.000000	3007803.036086	1589.984424	11.298045	30948.000000	6473.000000	16.135310	15.967036	2497281.737169	11.500000	29048.000000	15.963199	16.065590
47		47.000000	0.000000	2458912.762302	2458912.762996	2458912.763585	NaN	1.856454	32.482934	-1.802962	120.000000	5.201111	33.963056	33.281827	1.200770	0.000000	0.006839	0.000000	2953320.410852	1662.421700	11.301350	30689.000000	6499.000000	16.754757	16.772438	2459522.240334	11.500000	28803.000000	16.962654	16.956374
48		48.000000	0.000000	2458912.765794	2458912.766488	2458912.767076	NaN	1.854954	32.512676	-1.802962	120.000000	5.201111	33.963056	33.640920	1.175332	0.000000	0.007205	0.000000	2861311.443108	1810.572754	11.324598	30199.000000	6346.000000	16.969514	17.048997	2434469.919489	11.500000	29206.000000	17.030498	16.906931
49		49.000000	0.000000	2458912.769287	2458912.769981	2458912.770569	NaN	1.853421	32.543141	-1.802962	120.000000	5.201111	33.963056	34.020770	1.181512	0.000000	0.007597	0.000000	2831471.840758	1887.129339	11.318905	30026.000000	6469.000000	17.237130	17.301625	2396481.684908	11.500000	28764.000000	17.163489	17.556171
50		50.000000	0.000000	2458912.772779	2458912.773473	2458912.774061	NaN	1.851855	32.574306	-1.802962	120.000000	5.201111	33.963056	33.653249	1.161559	0.000000	0.006718	0.000000	2707860.098062	1454.618554	11.337397	31440.000000	6579.000000	16.741909	16.704564	2331229.097255	11.500000	29891.000000	16.543820	16.514150
51		51.000000	0.000000	2458912.772779	2458912.773473	2458912.774061	NaN	1.851855	32.574306	-1.802962	120.000000	5.201111	33.963056	0.000000	-1.000000	0.000000	-9.331E+12	0.000000	-3.492E-10	2827.433388	NaN	255.000000	7535.000000	NaN	16.514150	3.492E-10	11.500000	255.000000	NaN	16.514150
