 	Label	slice	Saturated	JD_SOBS	JD_UTC	HJD_UTC	BJD_TDB	AIRMASS	ALT_OBJ	CCD-TEMP	EXPTIME	RAOBJ2K	DECOBJ2K	FWHM_Mean	rel_flux_T1	rel_flux_C2	rel_flux_err_T1	rel_flux_err_C2	Source-Sky_T1	N_Src_Pixels_T1	Source_AMag_T1	Peak_T1	N_Sky_Pixels_T1	FWHM_T1	Width_T1	Source-Sky_C2	Source_AMag_C2	Peak_C2	FWHM_C2	Width_C2
75		75.000000	0.000000	2458913.788352	2458913.789047	2458913.789534	NaN	2.175574	27.231107	-1.802962	120.000000	5.200479	33.952750	19.112782	0.896066	0.000000	0.005886	0.000000	1728950.514717	855.570229	11.619151	41120.000000	6462.000000	9.605038	9.553424	1929491.068704	11.500000	43084.000000	9.481574	9.372526
76		76.000000	0.000000	2458913.791840	2458913.792534	2458913.793021	NaN	2.115327	28.083386	-1.802962	120.000000	5.200310	33.950189	19.425011	0.864868	0.000000	0.005966	0.000000	1651543.814460	854.396366	11.657625	41736.000000	6468.000000	9.808691	9.488642	1909589.779725	11.500000	43553.000000	9.928549	9.893450
77		77.000000	0.000000	2458913.797120	2458913.797814	2458913.798309	NaN	2.034020	29.325317	-1.855165	120.000000	5.207161	33.976161	20.218388	0.849706	0.000000	0.007196	0.000000	1557230.348969	1076.445130	11.676828	41391.000000	6475.000000	10.494338	10.587812	1832668.786178	11.500000	43313.000000	10.517428	10.511719
78		78.000000	0.000000	2458913.799179	2458913.799874	2458913.800368	NaN	2.002761	29.833797	-1.855165	120.000000	5.207036	33.974183	20.952334	0.864517	0.000000	0.007874	0.000000	1523129.990401	1135.643010	11.658066	41327.000000	6457.000000	10.660166	10.565871	1761827.675616	11.500000	43254.000000	11.026113	11.178521
79		79.000000	0.000000	2458913.800583	2458913.801278	2458913.801772	NaN	1.982035	30.181220	-1.802962	120.000000	5.206947	33.972767	21.295163	0.878816	0.000000	0.008427	0.000000	1512566.398505	1193.870853	11.640255	41537.000000	6349.000000	10.838516	10.756668	1721140.497703	11.500000	42956.000000	10.799476	10.901289
80		80.000000	0.000000	2458913.801987	2458913.802681	2458913.803175	NaN	1.961771	30.529194	-1.802962	120.000000	5.206855	33.971286	22.790542	0.888653	0.000000	0.008757	0.000000	1495693.030727	1193.820897	11.628169	40894.000000	6475.000000	12.367457	12.384547	1683101.158327	11.500000	41953.000000	11.918464	12.183713
81		81.000000	0.000000	2458913.803390	2458913.804085	2458913.804578	NaN	1.941952	30.877761	-1.802962	120.000000	5.206759	33.969742	23.522278	0.864995	0.000000	0.010039	0.000000	1452965.075323	1517.142008	11.657466	41060.000000	6431.000000	12.208487	12.216601	1679738.027727	11.500000	41917.000000	12.045528	12.005265
82		82.000000	0.000000	2458913.804794	2458913.805489	2458913.805982	NaN	1.922563	31.226953	-1.802962	120.000000	5.206660	33.968128	22.944665	0.861139	0.000000	0.008971	0.000000	1386419.503198	1136.744764	11.662317	42993.000000	6505.000000	11.287600	11.200606	1609983.025432	11.500000	44482.000000	11.079451	11.121603
83		83.000000	0.000000	2458913.806198	2458913.806893	2458913.807386	NaN	1.903588	31.576862	-1.881263	120.000000	5.206557	33.966442	26.910007	0.885777	0.000000	0.012067	0.000000	1416741.771876	1809.477667	11.631690	40166.000000	6349.000000	16.247509	16.297164	1599434.648530	11.500000	41387.000000	14.627841	14.967033
84		84.000000	0.000000	2458913.807603	2458913.808298	2458913.808790	NaN	1.885009	31.927555	-1.802962	120.000000	5.206449	33.964678	24.308085	0.862511	0.000000	0.008911	0.000000	1343907.411377	1019.312610	11.660588	44507.000000	6418.000000	10.757195	10.627644	1558133.076643	11.500000	45308.000000	10.948968	10.957808
85		85.000000	0.000000	2458913.809007	2458913.809701	2458913.810194	NaN	1.866844	32.278508	-1.802962	120.000000	5.206338	33.962831	24.857335	0.858235	0.000000	0.010112	0.000000	1329949.163224	1256.509139	11.665985	42964.000000	6506.000000	13.041304	12.848248	1549633.480572	11.500000	43981.000000	12.365281	12.302568
86		86.000000	0.000000	2458913.810411	2458913.811105	2458913.811597	NaN	1.849063	32.630034	-1.881263	120.000000	5.206221	33.960894	24.394787	0.856570	0.000000	0.010529	0.000000	1323898.595874	1320.010811	11.668093	44820.000000	6466.000000	11.945840	11.925639	1545581.983905	11.500000	44998.000000	11.986400	11.993542
87		87.000000	0.000000	2458913.811815	2458913.812509	2458913.813001	NaN	1.831651	32.982252	-1.802962	120.000000	5.206100	33.958864	27.499463	0.859819	0.000000	0.013614	0.000000	1287698.959207	1885.292619	11.663983	43095.000000	6465.000000	15.068294	12.689949	1497640.078224	11.500000	43851.000000	15.535843	15.225993
88		88.000000	0.000000	2458913.813219	2458913.813913	2458913.814405	NaN	1.814606	33.334962	-1.802962	120.000000	5.205973	33.956733	26.291735	0.873054	0.000000	0.011506	0.000000	1277385.824471	1322.544130	11.647398	45636.000000	6483.000000	12.499022	12.562059	1463123.957559	11.500000	46604.000000	12.584986	12.497528
89		89.000000	0.000000	2458913.814624	2458913.815318	2458913.815809	NaN	1.797905	33.688456	-1.802962	120.000000	5.205840	33.954494	28.142018	0.853661	0.000000	0.014426	0.000000	1173644.738696	1738.554515	11.671786	44475.000000	6479.000000	13.876414	13.642108	1374836.690945	11.500000	44855.000000	16.115886	16.120587
90		90.000000	0.000000	2458913.818333	2458913.819028	2458913.819518	NaN	1.755442	34.624448	-1.881263	120.000000	5.205459	33.947989	28.439142	0.832149	0.000000	0.014535	0.000000	1094079.989301	1590.958692	11.699497	47140.000000	6448.000000	14.607899	14.776254	1314764.249928	11.500000	47833.000000	14.128366	14.007062
