 	Label	slice	Saturated	JD_SOBS	JD_UTC	HJD_UTC	BJD_TDB	AIRMASS	ALT_OBJ	CCD-TEMP	EXPTIME	RAOBJ2K	DECOBJ2K	FWHM_Mean	rel_flux_T1	rel_flux_C2	rel_flux_err_T1	rel_flux_err_C2	Source-Sky_T1	N_Src_Pixels_T1	Source_AMag_T1	Peak_T1	N_Sky_Pixels_T1	FWHM_T1	Width_T1	Source-Sky_C2	Source_AMag_C2	Peak_C2	FWHM_C2	Width_C2
12		12.000000	0.000000	2458917.558383	2458917.559077	2458917.559196	NaN	-1.000000	-11.207446	-1.802962	120.000000	5.200928	33.964828	33.137331	0.709570	0.000000	0.003588	0.000000	2533713.777797	2731.650794	11.872511	17318.000000	6379.000000	17.390593	17.396185	3570771.365877	11.500000	21661.000000	16.008940	16.011733
13		13.000000	0.000000	2458917.567080	2458917.567775	2458917.567892	NaN	-1.000000	-10.558491	-1.802962	120.000000	5.201187	33.963039	26.347118	0.700288	0.000000	0.002087	0.000000	2626703.654876	1132.971582	11.886808	29757.000000	6447.000000	10.069950	10.261112	3750888.576529	11.500000	40819.000000	9.486955	9.456911
14		14.000000	0.000000	2458917.574125	2458917.574820	2458917.574937	NaN	-1.000000	-9.959426	-1.855165	120.000000	5.201188	33.962986	35.610511	0.714694	0.000000	0.004849	0.000000	2324426.299922	3424.741669	11.864699	16126.000000	6306.000000	23.068067	23.077372	3252336.315693	11.500000	18880.000000	21.805837	21.748789
15		15.000000	0.000000	2458917.580171	2458917.580865	2458917.580982	NaN	-1.000000	-9.395568	-1.855165	120.000000	5.201188	33.962992	33.950807	0.703031	0.000000	0.005604	0.000000	1533869.994450	1811.798674	11.882563	21880.000000	6433.000000	16.179413	16.195240	2181794.898204	11.500000	24536.000000	16.111690	16.112010
16		16.000000	0.000000	2458917.584405	2458917.585100	2458917.585216	NaN	-1.000000	-8.973698	-1.907358	120.000000	5.201169	33.963050	32.949815	0.703503	0.000000	0.004120	0.000000	2152016.183954	2293.693676	11.881835	20489.000000	6431.000000	15.836190	15.843023	3058999.604655	11.500000	23652.000000	16.112634	16.096214
17		17.000000	0.000000	2458917.587894	2458917.588589	2458917.588704	NaN	-1.000000	-8.609648	-1.802962	120.000000	5.201139	33.963139	32.480759	0.704342	0.000000	0.007260	0.000000	1709343.067839	3423.269435	11.880541	19880.000000	6428.000000	16.069664	16.091071	2426864.254336	11.500000	21899.000000	15.942039	16.228745
18		18.000000	0.000000	2458917.591383	2458917.592078	2458917.592193	NaN	-1.000000	-8.231114	-1.802962	120.000000	5.201107	33.963219	32.046751	0.688744	0.000000	0.005094	0.000000	1971366.498471	2735.102328	11.904855	20179.000000	6492.000000	15.622939	15.623142	2862261.321496	11.500000	22427.000000	15.989804	15.980565
19		19.000000	0.000000	2458917.594873	2458917.595567	2458917.595682	NaN	-1.000000	-7.838237	-1.802962	120.000000	5.201075	33.963289	34.668863	0.699873	0.000000	0.010994	0.000000	1456846.924382	4654.618592	11.887452	20405.000000	6528.000000	18.496549	18.564492	2081588.021064	11.500000	21592.000000	18.794427	18.526009
20		20.000000	0.000000	2458917.598364	2458917.599059	2458917.599173	NaN	-1.000000	-7.430990	-1.802962	120.000000	5.201043	33.963350	33.878089	0.687015	0.000000	0.006926	0.000000	1652968.662657	3120.204058	11.907585	19981.000000	6489.000000	16.462521	16.437126	2406016.541768	11.500000	22047.000000	16.624793	16.601986
21		21.000000	0.000000	2458917.601854	2458917.602549	2458917.602663	NaN	-1.000000	-7.010010	-1.881263	120.000000	5.201010	33.963400	34.384695	0.689510	0.000000	0.005372	0.000000	2059313.952923	3322.194603	11.903649	18159.000000	6463.000000	17.249301	17.293672	2986634.174530	11.500000	20595.000000	17.642001	17.315298
22		22.000000	0.000000	2458917.605343	2458917.606037	2458917.606151	NaN	-1.000000	-6.575598	-1.802962	120.000000	5.200976	33.963439	33.068183	0.681087	0.000000	0.004054	0.000000	2051642.739468	2125.831078	11.916994	20482.000000	6438.000000	15.873083	15.845653	3012307.546518	11.500000	23767.000000	15.878587	15.879198
23		23.000000	0.000000	2458917.608833	2458917.609528	2458917.609641	NaN	-1.000000	-6.127467	-1.802962	120.000000	5.200942	33.963469	32.071122	0.678768	0.000000	0.005799	0.000000	1528820.821993	1963.685773	11.920697	22764.000000	6421.000000	15.463436	15.463485	2252347.695793	11.500000	25236.000000	15.610625	15.659310
24		24.000000	0.000000	2458917.612321	2458917.613015	2458917.613128	NaN	-1.000000	-5.666480	-1.881263	120.000000	5.200908	33.963486	32.056819	0.671345	0.000000	0.003476	0.000000	2055620.058143	1661.739839	11.932636	21113.000000	6365.000000	16.091644	16.044056	3061943.795217	11.500000	25327.000000	15.950872	15.966606
25		25.000000	0.000000	2458917.615811	2458917.616505	2458917.616618	NaN	-1.000000	-5.192230	-1.802962	120.000000	5.200872	33.963494	32.210437	0.668474	0.000000	0.003024	0.000000	2490167.394458	2127.965833	11.937289	19817.000000	6372.000000	16.125934	16.140689	3725153.037026	11.500000	24805.000000	16.238122	16.243887
26		26.000000	0.000000	2458917.619299	2458917.619994	2458917.620106	NaN	-1.000000	-4.705359	-1.802962	120.000000	5.200837	33.963489	33.634411	0.668147	0.000000	0.004060	0.000000	2436349.856014	3320.523646	11.937820	17470.000000	6402.000000	17.529385	17.361144	3646427.358906	11.500000	20353.000000	17.529000	17.579435
27		27.000000	0.000000	2458917.622788	2458917.623482	2458917.623594	NaN	-1.000000	-4.206036	-1.802962	120.000000	5.200801	33.963469	33.668920	0.659622	0.000000	0.003965	0.000000	2347348.306029	3020.115708	11.951762	18255.000000	6529.000000	16.940807	16.973274	3558626.329037	11.500000	22204.000000	16.762622	16.760305
28		28.000000	0.000000	2458917.626278	2458917.626973	2458917.627084	NaN	-1.000000	-3.694039	-1.802962	120.000000	5.200763	33.963439	33.940503	0.656874	0.000000	0.003033	0.000000	2404022.552230	2044.861521	11.956295	19452.000000	6511.000000	16.894857	16.914892	3659791.535706	11.500000	24202.000000	17.317229	17.338999
29		29.000000	0.000000	2458917.629768	2458917.630463	2458917.630574	NaN	-1.000000	-3.170092	-1.802962	120.000000	5.200726	33.963397	35.424698	0.665988	0.000000	0.005330	0.000000	2218802.871040	4299.729756	11.941334	16189.000000	6457.000000	18.508845	18.182646	3331596.666450	11.500000	18456.000000	18.400048	18.319023
30		30.000000	0.000000	2458917.633257	2458917.633951	2458917.634062	NaN	-1.000000	-2.634457	-1.802962	120.000000	5.200687	33.963339	35.664529	0.659069	0.000000	0.004630	0.000000	2353714.374302	3849.390342	11.952672	16903.000000	6538.000000	18.297667	18.000295	3571269.118816	11.500000	19857.000000	17.606693	17.757065
31		31.000000	0.000000	2458917.636747	2458917.637442	2458917.637552	NaN	-1.000000	-2.086981	-1.802962	120.000000	5.200648	33.963267	35.910033	0.644004	0.000000	0.004054	0.000000	2344288.195083	3215.762833	11.977779	17836.000000	6349.000000	18.282833	18.233478	3640177.615230	11.500000	21592.000000	17.872703	17.873531
32		32.000000	0.000000	2458917.640236	2458917.640931	2458917.641040	NaN	-1.000000	-1.528281	-1.802962	120.000000	5.200608	33.963181	36.708541	0.628706	0.000000	0.003130	0.000000	2297084.540463	2119.295523	12.003881	18481.000000	6459.000000	18.785311	18.734696	3653670.564917	11.500000	22633.000000	18.721738	18.724216
33		33.000000	0.000000	2458917.643726	2458917.644420	2458917.644530	NaN	-1.000000	-0.958294	-1.802962	120.000000	5.200568	33.963081	38.029996	0.633916	0.000000	0.004141	0.000000	2325358.403858	3321.315915	11.994922	17421.000000	6441.000000	19.573901	19.615511	3668246.561912	11.500000	20960.000000	19.777550	19.780340
34		34.000000	0.000000	2458917.647216	2458917.647911	2458917.648020	NaN	-1.000000	-0.377333	-1.802962	120.000000	5.200526	33.962961	39.202199	0.624875	0.000000	0.003704	0.000000	2277735.026537	2738.147980	12.010517	18220.000000	6554.000000	20.108651	20.123336	3645103.530823	11.500000	22481.000000	20.265752	20.269694
35		35.000000	0.000000	2458917.650704	2458917.651398	2458917.651507	NaN	208.267601	0.273140	-1.802962	120.000000	5.200484	33.962828	42.548804	0.629554	0.000000	0.006650	0.000000	2064785.132736	5542.966520	12.002417	15684.000000	6435.000000	23.188088	22.741219	3279757.474376	11.500000	17483.000000	22.707321	22.706447
36		36.000000	0.000000	2458917.658231	2458917.658925	2458917.659033	NaN	34.661166	1.584658	-1.802962	120.000000	5.200390	33.962478	43.825086	0.632728	0.000000	0.006938	0.000000	2100255.737606	5809.182710	11.996957	16327.000000	6506.000000	22.478721	22.617225	3319363.280257	11.500000	18090.000000	22.622647	22.670194
37		37.000000	0.000000	2458917.664781	2458917.665475	2458917.665582	NaN	19.236892	2.764060	-1.802962	120.000000	5.200277	33.961969	43.187019	0.606952	0.000000	0.004839	0.000000	1982653.162454	3317.395349	12.042115	17778.000000	6492.000000	21.435202	21.425072	3266575.273711	11.500000	20492.000000	21.113751	21.035931
38		38.000000	0.000000	2458917.668680	2458917.669375	2458917.669481	NaN	14.963999	3.482208	-1.855165	120.000000	5.200253	33.961847	43.684305	0.610191	0.000000	0.007335	0.000000	1915666.857237	5675.648989	12.036336	16918.000000	6471.000000	21.860908	23.024310	3139456.711511	11.500000	19023.000000	22.320683	21.760758
39		39.000000	0.000000	2458917.672169	2458917.672864	2458917.672970	NaN	12.369228	4.134732	-1.802962	120.000000	5.200205	33.961594	44.402625	0.610097	0.000000	0.005321	0.000000	2075200.290667	3957.107659	12.036502	17724.000000	6479.000000	22.841524	22.912472	3401424.430311	11.500000	19887.000000	22.279421	22.297793
40		40.000000	0.000000	2458917.675659	2458917.676353	2458917.676459	NaN	10.465088	4.796644	-1.802962	120.000000	5.200156	33.961319	45.598517	0.613585	0.000000	0.006710	0.000000	2009192.119065	5154.361179	12.030313	17742.000000	6537.000000	23.491115	23.504129	3274513.694973	11.500000	19770.000000	23.303293	23.341741
41		41.000000	0.000000	2458917.679148	2458917.679843	2458917.679948	NaN	9.421280	5.467400	-1.802962	120.000000	5.200105	33.961022	45.487969	0.595862	0.000000	0.005771	0.000000	2036790.727775	4302.000625	12.062137	18965.000000	6479.000000	22.345889	22.395062	3418227.916942	11.500000	21334.000000	23.031533	22.894945
42		42.000000	0.000000	2458917.682636	2458917.683331	2458917.683436	NaN	8.548962	6.146610	-1.802962	120.000000	5.200054	33.960697	44.664547	0.609699	0.000000	0.005898	0.000000	1809534.210067	3317.640712	12.037212	20806.000000	6422.000000	22.224268	22.210999	2967914.730728	11.500000	23012.000000	21.616857	21.639224
43		43.000000	0.000000	2458917.686126	2458917.686821	2458917.686925	NaN	7.808821	6.834800	-1.881263	120.000000	5.200001	33.960350	46.708413	0.629092	0.000000	0.007020	0.000000	2015167.809939	5026.388634	12.003215	18447.000000	6551.000000	23.781518	25.178049	3203297.416456	11.500000	20123.000000	24.970761	24.830925
44		44.000000	0.000000	2458917.689616	2458917.690311	2458917.690415	NaN	7.174646	7.531296	-1.802962	120.000000	5.199946	33.959972	47.508331	0.608677	0.000000	0.006758	0.000000	1957740.243978	4659.147368	12.039033	19234.000000	6473.000000	24.331016	24.213056	3216388.153618	11.500000	21049.000000	23.977233	23.628579
45		45.000000	0.000000	2458917.693104	2458917.693798	2458917.693902	NaN	6.626720	8.235478	-1.802962	120.000000	5.199891	33.959569	49.341981	0.616424	0.000000	0.009900	0.000000	1638127.672074	5947.514370	12.025302	19129.000000	6530.000000	25.250171	24.168839	2657470.934495	11.500000	20263.000000	25.925459	25.621841
46		46.000000	0.000000	2458917.696594	2458917.697288	2458917.697391	NaN	6.148910	8.948141	-1.802962	120.000000	5.199833	33.959133	49.432740	0.617493	0.000000	0.007513	0.000000	1925958.826897	4904.239314	12.023420	20461.000000	6411.000000	25.303383	25.126384	3118996.730984	11.500000	22042.000000	24.220117	23.309499
47		47.000000	0.000000	2458917.700083	2458917.700778	2458917.700880	NaN	5.729675	9.668446	-1.802962	120.000000	5.199775	33.958664	49.845530	0.625077	0.000000	0.011222	0.000000	1563555.598267	5676.911292	12.010166	22878.000000	6316.000000	24.666968	25.107800	2501379.597541	11.500000	24110.000000	25.591351	25.081245
48		48.000000	0.000000	2458917.703573	2458917.704267	2458917.704370	NaN	5.359320	10.396450	-1.802962	120.000000	5.199714	33.958164	48.142206	0.659331	0.000000	0.032438	0.000000	600672.202545	3738.554979	11.952241	42342.000000	6423.000000	22.817938	21.628927	911032.355706	11.500000	42861.000000	23.620945	22.494522
